,Name,Total Bedroom,Total Bathroom,Apart Size,Max Capacity,Max Watt,Address,Swim Pool,Furnish Type,Price
194,Chic and Cozy Studio Apartment at Menteng Square By Travelio,0,1,27,2,1300,"Jl. Pramuka Sari II No.28, RT.5/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10320",1,Full Furnished,4362499
195,Alluring 2BR at Bassura City Apartment near Mall By Travelio,2,1,28,3,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,3867906
196,Comfort Studio Cervino Village Apartment near Casablanca By Travelio,0,1,28,2,1300,"Jl. KH. Abdullah Syafei Kav. 27, RT.17/RW.1, Tebet Barat, Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",1,Full Furnished,4368249
197,Fully Furnished 2BR at Teluk Intan Apartment By Travelio,2,1,39,3,1300,"Jl. Moa Perkav Teluk Gong Blok B11 B10, Pejagalan, Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",1,Full Furnished,4375934
198,Cozy 2BR Mediterania Palace Kemayoran near to Jiexpo Kemayoran By Travelio,2,1,33,4,2200,"Jl. Landas Pacu Selatan Blok A1 No.2, Kemayoran, Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630",1,Full Furnished,4385999
199,Comfortable Signature Park Tebet Studio Apartment By Travelio,0,1,19,2,2200,"Jl. Letjen M.T. Haryono No.23, RT.10/RW.9, Tebet Tim., Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",1,Full Furnished,4392204
200,Comfy Studio Woodland Park Residence Apartment By Travelio,0,1,30,2,1300,"Jl. Raya Kalibata, RT.9/RW.4, Rawajati, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12750",1,Full Furnished,4396994
201,Good and Minimalist 2BR for 4Pax at Bintaro Park View Apartment By Travelio,2,1,38,4,1300,"Jl. Bintaro Permai No.35-36, Pesanggrahan, Rt.5/Rw.3, Pesanggrahan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12320",1,Full Furnished,4399999
202,Minimalist and Enjoy 2BR at Bassura Apartment near Bassura Mall By Travelio,2,1,34,4,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4400000
203,Spacious Studio Room Menteng Square Apartment By Travelio,0,1,27,2,1300,"Jl. Pramuka Sari II No.28, RT.5/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10320",1,Full Furnished,4404032
204,Compact Studio Signature Park Grande Apartment MT. Haryono By Travelio,0,1,30,2,1300,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,Full Furnished,3424160
205,Cozy and Simply 1BR Green Central City Apartment By Travelio,1,1,41,2,2200,"Jl. Gajah Mada No.188, RT.3/RW.5, Glodok, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11120",1,Full Furnished,4433268
206,Comfortable 2 Bedrooms @ Titanium Square Apartment By Travelio,2,1,37,3,1,Jl. Buah No.4 Pekayon Ps. Rebo Kota Jakarta Timur Daerah Khusus Ibukota Jakarta 13710,1,Full Furnished,4443374
207,Comfortable Studio near Salemba Area at Capitol Park Apartment By Travelio,0,1,23,2,2200,"Jl. Salemba Raya No.16, RT.3/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430",1,Full Furnished,4444382
208,Comfy 1BR at Green Central City Apartment near Glodok By Travelio,1,1,42,2,2200,"Jl. Gajah Mada No.188, RT.3/RW.5, Glodok, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11120",1,Full Furnished,4445231
209,Homey and Warm 2BR Mediterania Palace Apartment By Travelio,2,1,36,4,2200,"Jl. Landas Pacu Selatan Blok A1 No.2, Kemayoran, Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630",1,Full Furnished,4314389
210,Minimalist & Comfy 2BR @ Titanium Square Apartment By Travelio,2,1,37,3,1,"Jl. Buah No.4, RT.6/RW.4, Pekayon, Ps. Rebo, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13710",1,Full Furnished,4481624
211,2BR Mediterania Palace Kemayoran Apartment By Travelio,2,1,36,4,2200,"Jl. Landas Pacu Selatan Blok A1 No.2, Kemayoran, Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630",1,Full Furnished,4483091
212,Simple Studio Bassura City Apartment By Travelio,0,1,19,2,900,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4488158
213,Prime Location Studio Apartment at Elpis Residence near Ancol By Travelio,0,1,23,2,1300,"Jalan Gunung Sahari XII No. 12, RT.17/RW.3, RT.18/RW.3, Gn. Sahari Utara, Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10720",1,Full Furnished,4493749
214,Comfortable 2BR @ The Oak Tower Apartment By Travelio,2,1,43,3,1,"Jl. Perintis Kemerdekaan Kav. 99, Pulo Gadung, RT.3/RW.2, Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13260",1,Full Furnished,4495000
215,Clean and Cozy 2BR at Green Bay Apartment By Travelio,2,1,35,4,3500,"Jl. Pluit Karang Ayu Barat No.B1, RT.20/RW.2, Pluit, Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",1,Full Furnished,4499999
216,Stylish and Convenient 2BR Green Bay Pluit Apartment By Travelio,2,1,36,3,3500,"Jl. Pluit Karang Ayu Barat No.B1, RT.20/RW.2, Pluit, Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",1,Full Furnished,4499999
217,Comfortable and Tidy 2BR Apartment at Green Pramuka City for 4 Pax By Travelio,2,1,33,4,2200,"Jl. Jenderal Ahmad Yani Kav. 49, RT.16/RW.9, Rawasari, Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10570",1,Full Furnished,4499999
218,Elegant and Comfy 1BR Green Central City Apartment By Travelio,1,1,49,2,2200,"Jalan Gajah Mada No.188 , 5, Jakarta Barat, Daerah Khusus Ibukota Jakarta 11120",1,Full Furnished,4499999
219,Fully Furnished Apartment with Comfortable Design 2BR Vittoria Residence By Travelio,2,1,43,3,3500,"Jl. Daan Mogot, RT.9/RW.3, Cengkareng Tim., Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730",1,Full Furnished,4499999
220,Studio Room at Way Seputih Residence near Taman Anggrek By Travelio,0,1,15,2,1300,"Jl. Way Seputih V No.2, RT.11/RW.1, Tj. Duren Sel., Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",-1,Full Furnished,2300000
221,Beautiful 2BR with Direct Access to Pool Green Bay Apartment By Travelio,2,1,42,3,2200,"Jl. Pluit Karang Ayu Barat No.B1, RT.20/RW.2, Pluit, Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",1,Full Furnished,4500000
222,Homey and Warm 2BR Green Pramuka Apartment By Travelio,2,1,33,3,2200,"Jl. Jenderal Ahmad Yani Kav. 49, RT.16/RW.9, Rawasari, Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10570",1,Full Furnished,4500000
223,Functional Studio at Pancoran Riverside Apartment By Travelio,0,1,36,2,2200,"Jalan Pengadegan Timur I No. 30, RT.06 / RW.01, Pengadegan, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12770",1,Full Furnished,4500000
224,Cozy and Relax 2BR Apartment at Greenlake Sunter By Travelio,2,1,35,4,3500,"Jl. Danau Sunter Selatan, RT.15/RW.16, Sunter Agung, Tj. Priok, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14350",1,Full Furnished,4500000
225,Comfortable 2BR Apartment at Mediterania Palace Residence By Travelio,2,1,33,3,2200,"Jl. Landas Pacu Selatan Blok A1 No.2, Kemayoran, Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630",1,Full Furnished,4500000
226,Cozy Living Green Pramuka City 2BR Apartment near Shopping Mall By Travelio,2,1,33,3,2200,"Jl. Jenderal Ahmad Yani Kav. 49, RT.16/RW.9, Rawasari, Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10570",1,Full Furnished,4500000
227,Cozy and Stylish 1BR The Mansion Kemayoran Apartment near JIEXPO By Travelio,1,1,33,2,5500,"Jl. Trembesi Blok. D4, Bandar Baru Kemayoran,Pademangan Tim., Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14410",1,Full Furnished,4500749
228,Golf View 1BR at The Mansion near JIEXPO Kemayoran By Travelio,1,1,33,2,5500,"Jl. Trembesi Blok. D4, Bandar Baru Kemayoran,Pademangan Tim., Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14410",1,Full Furnished,4500749
229,Modern and Comfort Stay @ Studio Pakubuwono Terrace Apartment By Travelio,0,1,30,2,1300,"Jl. Ciledug Raya No.99B, RT.12/RW.5, Cipulir, Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12230",1,Full Furnished,4514658
230,New Furnished @ Studio Maple Park Apartment By Travelio,0,1,19,2,1200,"Jalan HBR Motik No.2, RT.18/RW.5, Sunter Agung, Kota Jkt Utara, 14350",1,Full Furnished,2384249
231,New Furnished Studio Apartment @ Woodland Park Residence By Travelio,0,1,33,2,1300,"Jl. Raya Kalibata, RT.9/RW.4, Rawajati, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12750",1,Full Furnished,4536545
232,Modern and Relax 2BR @ Bassura City Apartment By Travelio,2,1,30,4,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4545610
233,Brand New and Homey Clean Studio at Ciputra International Apartment By Travelio,0,1,27,2,1300,"Jl. Lkr. Luar Barat No.101, Kembangan Utara, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740",1,Full Furnished,4049999
234,Pool View Studio Apartment Tamansari Sudirman By Travelio,0,1,23,2,1,"Jl. Bek Murad No.42, RT.9/RW.1, Karet, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,Full Furnished,4557411
235,Spacious Studio Room at Green Pramuka Apartment By Travelio,0,1,34,2,900,"Jl. Jenderal Ahmad Yani Kav. 49, Rawasari, Cempaka Putih, RT.16/RW.9, RT.16/RW.9, Rawasari, Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10570",1,Full Furnished,4600000
236,Comfortable and Nice Studio Room Apartement at H Residence By Travelio,0,1,37,2,2200,"Jl. MT Haryono No.7, RT.12/RW.11, Cipinang Cempedak, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340",1,Full Furnished,4600000
237,Strategic Place with Cozy Place Apartment @ Studio Signature Park Tebet By Travelio,0,1,24,2,2200,"Jl. Letjen M.T. Haryono No.23, RT.10/RW.9, Tebet Tim., Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",1,Full Furnished,4610576
238,Cozy 2 BR Bassura City Apartment By Travelio,2,1,34,3,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4617351
239,Cozy Living 2BR Apartment at Bassura City near Mall By Travelio,2,1,34,3,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4624536
240,Best View Studio Apartment @ Ciputra International By Travelio,0,1,26,2,1,"Jl. Lkr. Luar Barat No.101, Kembangan Utara, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740",1,Full Furnished,4626329
241,Highest Value Studio Apartment at H Residence By Travelio,0,1,37,2,1300,"Jl. MT Haryono No.7, RT.12/RW.11, Cipinang Cempedak, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340",1,Full Furnished,4479999
242,Spacious Fully Furnished Studio Apartment H Residence near MT Haryono By Travelio,0,1,37,2,1300,"Jl. MT Haryono Kav.6-7, Cipinang Cempedak, Jatinegara, RT.12/RW.11, Cipinang Cempedak, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 12770",1,Full Furnished,4639999
243,Comfy Studio Ciputra International Apartment By Travelio,0,1,26,2,1,"Jl. Lkr. Luar Barat No.101, Kembangan Utara, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740",1,Full Furnished,4646634
244,Beautifully Designed 2BR Bassura City Apartment By Travelio,2,1,34,3,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4654851
245,Relaxing Studio Apartment at H Residence By Travelio,0,1,37,2,1300,"Jl. MT Haryono No.7, RT.12/RW.11, Cipinang Cempedak, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340",1,Full Furnished,4659999
246,Simply Living 2BR at Bassura City Apartment By Travelio,2,1,34,3,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4663525
247,Well Furnished 2BR Bassura City Apartment By Travelio,2,1,34,3,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4663525
248,Relaxing 2BR Bassura City Apartment By Travelio,2,1,34,3,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4663525
249,Comfortable Design Studio Apartment Ciputra International By Travelio,0,1,25,2,1300,"Jl. Lkr. Luar Barat No.101, Kembangan Utara, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740",1,Full Furnished,4666499
250,Best Price Spacious Studio Apartment @ The H Residence near MT Haryono By Travelio,0,1,37,2,1300,"Jl. MT Haryono Kav.6-7, Cipinang Cempedak, Jatinegara, RT.12/RW.11, Cipinang Cempedak, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 12770",1,Full Furnished,4676299
251,Comfy and Furnished 2BR Bassura City Apartment near Mall By Travelio,2,1,34,3,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4688775
252,Cozy & Affordable 2BR Bassura City Apartment by Travelio,2,1,34,3,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4691527
253,Cozy Studio Apartment with City View at Tamansari Sudirman By Travelio,0,1,23,2,1300,"Jl. Bek Murad No.42, RT.9/RW.1, Karet, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,Full Furnished,4195891
254,Fully Furnished with Comfortable Design Studio Apartment H Residence By Travelio,0,1,37,2,1300,"Jl. MT Haryono No.7, RT.12/RW.11, Cipinang Cempedak, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340",1,Full Furnished,4696499
255,2BR Modern Room Bassura Apartment With Direct Access To Shopping Center By Travelio,2,1,36,3,2200,"RT.8/RW.10, South Cipinang Besar, Jatinegara, East Jakarta City, Jakarta",1,Full Furnished,4700000
256,Comfy 1BR Sedayu City Suites Apartment By Travelio,1,1,37,2,3500,"Jl. Boulevard Sedayu Kelapa Gading, Kelapa Gading, Jakarta Utara, DKI Jakarta",1,Full Furnished,4204749
257,Central Jakarta Studio Apartment at Tamansari Sudirman By Travelio,0,1,23,2,1,"Jl. Bek Murad No.42, RT.9/RW.1, Karet, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,Full Furnished,4708641
258,2BR Bassura City Apartment with Nice Interior Design By Travelio,2,1,34,3,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4709698
259,Comfy 2BR Bassura City Apartment near Bassura Mall By Travelio,2,1,34,3,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4709698
260,2BR Homey Apartment at Bassura City near Mall By Travelio,2,1,34,3,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4709698
261,Comfy 2BR with Modern Design Bintaro Park View Apartment By Travelio,2,1,38,3,2200,"Jl. Bintaro Permai No.35-36, Pesanggrahan, Rt.5/Rw.3, Pesanggrahan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12320",1,Full Furnished,4714594
262,Simply Relaxing 2BR Bassura City Apartment By Travelio,2,1,34,3,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4717027
263,City View 2BR Apartment Bassura City near Shopping Mall By Travelio,2,1,34,4,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4722448
264,Beautiful and Comfy 2BR at Bassura City Apartment By Travelio,2,1,34,4,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4722448
265,Modern Furnished Studio Apartment Near MT Haryono And Cawang By Travelio,0,1,37,2,1300,"Jl. MT Haryono Kav 6-7, Cipinang Cempedak, Jatinegara, RT.12/RW.11, Jakarta Timur, 12770",1,Full Furnished,4722599
266,Warm and Cozy 1BR Puri Park View Apartment By Travelio,1,1,35,2,1,"Jl. Pesanggrahan No.33 10, RT.10/RW.5, 5, Meruya Utara, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11620",1,Full Furnished,4725000
267,Gorgeous 2BR at Bassura City Apartment By Travelio,2,1,34,3,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4735198
268,Bassura City 2BR Apartment with Minimalist Design near Shopping Mall By Travelio,2,1,34,3,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4735198
269,Comfy Bassura City 2BR Apartment with Easy Access to Shopping Mall By Travelio,2,1,34,3,2300,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4735198
270,Cozy Stay 2BR Bassura City Apartment By Travelio,2,1,34,3,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4735198
271,Luxurious 2BR City View Bassura Apartment By Travelio,2,1,34,3,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4735198
272,Fully Furnished and Cozy Design 2BR Bassura City Apartment By Travelio,2,1,34,3,1300,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4735198
273,Splendid 2BR at Bassura City Apartment By Travelio,2,1,34,3,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4735198
274,Posh 2BR Apartment at Bassura City near Shopping Mall By Travelio,2,1,34,4,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4747948
275,Relaxing 2BR at Menteng Square Apartment By Travelio,2,1,27,4,3500,"Jl. Pramuka Sari II No.28, RT.5/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10320",1,Full Furnished,4759624
276,Compact and Comfy 2BR Bassura City Apartment By Travelio,2,1,34,4,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4765608
277,Gorgeous and Cozy 2BR at Bassura City Apartment By Travelio,2,1,35,3,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4766138
278,Comfortable 2BR at Menteng Square Apartment By Travelio,2,1,30,3,1300,"Jl. Pramuka Sari II No.28, RT.5/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10320",1,Full Furnished,4640277
279,Brand New Studio Apartment at H Residence By Travelio,0,1,37,2,2200,"Jl. MT Haryono No.7, RT.12/RW.11, Cipinang Cempedak, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340",1,Full Furnished,4800000
280,Comfy and Simply 2BR at Bassura City Apartment near Mall By Travelio,2,1,28,4,1300,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4800000
281,Simply Good for 2BR Gajah Mada Mediterania Apartment By Travelio,2,1,47,4,3500,"Jl. Gajah Mada No.173, Keagungan, Tamansari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11130, Indonesia",1,Full Furnished,4800000
282,Modern Comfy 2BR at Pluit Sea View Apartment By Travelio,2,1,35,4,2200,"Perkantoran dan Pergudangan Muara Baru II Blok A8, Jalan Muara Baru Raya, RT. 005 / RW. 003, Penjaringan, RT.5/RW.3, Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14440",1,Full Furnished,4800000
283,Comfy 2BR at Menteng Square Apartment By Travelio,2,1,30,4,2200,"Jl. Pramuka Sari II No.28, RT.5/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10320",1,Full Furnished,4302777
284,Chic and Cozy Studio Apartment at T Plaza By Travelio,0,1,24,2,1,"Jl. Penjernihan 1, RT.10/RW.6, Bendungan Hilir, Tanah Abang, Kota Jakarta Pusat, Jakarta 10210",1,Full Furnished,4812499
285,Fully Furnished Studio Apartment Near MT Haryono And Halim By Travelio,0,1,37,3,1300,"Jl. MT Haryono Kav.6-7, Cipinang Cempedak, Jatinegara, RT.12/RW.11, Cipinang Cempedak, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 12770",1,Full Furnished,4849999
286,East Park Studio Apartment with Twin Beds By Travelio,0,1,21,2,1,"Jl. Dr. KRT Radjiman Widyodiningrat, Jatinegara, Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta",1,Full Furnished,2429999
287,Homey 1BR at Signature Park Grande Apartment By Travelio,1,1,36,2,2200,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,Full Furnished,4710968
288,Comfort 2BR at Bassura City Cipinang Apartment By Travelio,2,1,37,3,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,4864360
289,Best Choice 2BR Apartment at Menteng Square By Travelio,2,1,30,2,2200,"Jl. Pramuka Sari II No.28, RT.5/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10320",1,Full Furnished,4873333
290,Comfort Studio Tamansari Sudirman Apartment By Travelio,0,1,28,2,1300,"Jl. Bek Murad No.42, RT.9/RW.1, Karet, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,Full Furnished,4919838
291,1BR The 18th Residence Near Epicentrum By Travelio,1,1,41,2,1300,"Jl. Taman Rasuna Tim., RT.16/RW.1, Menteng Atas, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12960",1,Full Furnished,4931699
292,Strategic 2BR Menteng Square Apartment By Travelio,2,1,34,4,2200,"Jl. Pramuka Sari II No.28, RT.5/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10320",1,Full Furnished,4948147
293,Strategic 1BR at Signature Park Grande Apartment By Travelio,1,1,37,2,1300,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,Full Furnished,4464532
294,2BR Best Rate Kebayoran Icon Apartment near Gandaria City By Travelio,2,1,32,3,2200,"Jl. Ciledug Raya No.37, RT.6/RW.1, Cipulir, Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12230",1,Full Furnished,4974999
295,1BR Apartment for 3 Pax at Signature Park Grande By Travelio,1,1,37,3,2200,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,Full Furnished,4982382
296,Best Homey & Relax 1BR at Pakubuwono Terrace Apartment By Travelio,1,1,38,3,2200,"Jl. Ciledug Raya No.99B, RT.12/RW.5, Cipulir, Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12230",1,Full Furnished,4999999
297,2BR Ancol Marina Apartment near Dufan By Travelio,2,1,88,3,7000,"Jl. Lodan Raya No.2, RT.8/RW.11, Ancol, Pademangan, Kota Jakarta Utara, Daerah Khusus Ibukota Jakarta 14430",1,Full Furnished,4999999
298,Compact 1BR with City View Puri Mansion Apartment By Travelio,1,1,37,2,2200,"Jalan Lingkar Luar, RT.2/RW.1, Kembangan Selatan, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,Full Furnished,4999999
