,Name,Total Bedroom,Total Bathroom,Apart Size,Max Capacity,Max Watt,Address,Swim Pool,Furnish Type,Price
612,South Tower 2BR at L'Avenue Apartment By Travelio,2,1,70,3,3500,"Jl. Raya Pasar Minggu No.15, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,Full Furnished,11557441
613,Amazing 2BR with City View The Wave Apartment By Travelio,2,1,60,3,2200,"Komplek Rasuna Epicentrum, Jalan Epicentrum Boulevard Timur, Menteng Atas, Setiabudi, RT.5/RW.1, Menteng Atas, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12960",1,Full Furnished,11781418
614,Cozy 2BR Apartment at Sahid Sudirman Residence By Travelio,2,2,86,3,4400,"Jalan Jendral Sudirman No.86, Karet Tengsin Tanah Abang, RT.10/RW.11, Karet Tengsin, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10220",1,Full Furnished,11799999
615,Relaxing 1BR at Gandaria Heights Apartment By Travelio,1,1,48,2,2200,"Jl. KH. Moh Syafi'i Hadzami No.8, RT.010/RW.06, Kebayoran Lama Utara, Jakarta Selatan 12240",1,Full Furnished,11816813
616,Comfortable 1BR at Gandaria Heights Apartment By Travelio,1,1,59,2,2200,"Jl. KH. Moh Syafi'i Hadzami No.8, RT.010/RW.06, Kebayoran Lama Utara, Jakarta Selatan 12240",1,Full Furnished,11432000
617,Comfy 2BR L'Avenue Apartment By Travelio,2,1,77,4,3500,"Jl. Raya Pasar Minggu Kav. 16, RT.7/RW.9, Pancoran, Gatot Subroto, RT.7/RW.9, Pancoran, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,Full Furnished,11933317
618,Gorgeous 1BR Apartment at Denpasar Residence By Travelio,1,1,53,2,3500,"Jl. Professor Doktor Satrio Kav.18, Karet Kuningan, Setia Budi, RT.14/RW.4, Karet Kuningan, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,Full Furnished,12000000
619,Modern 1BR Apartment at Casa Grande Residence By Travelio,1,1,55,2,2200,"Jl. Casablanca Raya Kav 88 Mall Kota Kasablanka, RT.14/RW.5, Menteng Dalam, Tebet, Jakarta, Daerah Khusus Ibukota Jakarta 12870",1,Full Furnished,12000000
620,Brand New 2BR L'Avenue Apartment By Travelio,2,1,78,4,4000,"Jl. Raya Pasar Minggu No.15, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,Full Furnished,11906318
621,Stylish and Modern 1BR Casa Grande Apartment By Travelio,1,1,43,2,2200,"Jl. Casablanca Raya Kav 88 Mall Kota Kasablanka, RT.14/RW.5, Menteng Dalam, Tebet, Jakarta, Daerah Khusus Ibukota Jakarta 12870",1,Full Furnished,12079999
622,Wonderful 2BR at Menteng Park Apartment By Travelio,2,1,60,3,1300,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,Full Furnished,12124999
623,2BR Apartment with Private Lift at Menteng Park By Travelio,2,2,60,3,1300,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,Full Furnished,12124999
624,Homey 2BR Apartment @ Casa Grande Residence By Travelio,2,1,67,4,4400,"Jl. Casablanca Raya Kav 88 Mall Kota Kasablanka, RT.14/RW.5, Menteng Dalam, Tebet, Jakarta, Daerah Khusus Ibukota Jakarta 12870",1,Full Furnished,12074999
625,Comfortable and Beautiful 2BR at The Empyreal Apartment By Travelio,2,2,85,4,6600,"Jl. Epicentrum Tengah No.3, RT.2/RW.5, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,Full Furnished,12156454
626,Best and Spacious 3BR Grand ITC Permata Hijau Apartment By Travelio,3,2,137,4,3500,"Jalan Arteri Permata Hijau, Kebayoran Lama, Grogol Utara, Kby. Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12210",1,Full Furnished,10849999
627,2BR Cozy Pool View Kemang Village Residence Apartment with Direct Access to Mall By Travelio,2,2,90,4,3500,"Jalan Pangeran Antasari No. 36, Kemang, Mampang Prapatan, RT.12/RW.5, Bangka, Mampang Prpt., Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150",1,Full Furnished,12492099
628,Luxury and Strategic 3BR with Balcony at Kuningan Place Apartment By Travelio,3,2,81,4,1,"Jl. Kuningan Utama Lot No.15, RT.7/RW.1, Menteng Atas, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",1,Full Furnished,12499999
629,Great Choice 1BR with Walking Closet at Grand Madison Apartment By Travelio,1,1,51,2,4400,"Kawasan Podomoro City, Kelurahan Tanjung Duren Selatan, Kecamatan Grogol Petamburan, Wilayah Jakarta Barat.",1,Full Furnished,12500000
630,2BR Pancoran BEST L'Avenue Apartment By Travelio,2,1,88,4,3500,"Jl. Raya Pasar Minggu Kav. 16, RT.7/RW.9, Pancoran, Kota Jakarta Selatan 12780",1,Full Furnished,12518434
631,Great Choice 2BR Park Royale Apartment By Travelio,2,2,147,4,10000,"Jalan Jend. Gatot Subroto Kav. 35, 37, 39, Tanah Abang, RT.4/RW.2, Bend. Hilir, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210",1,Full Furnished,11049999
632,2 BR Casa Grande Apartment Near Kokas By Travelio,2,2,78,5,4400,"Jalan Casablanca Raya Kav.88, RT.16/RW.5, Menteng Dalam, Tebet, RT.16/RW.5, Menteng Dalam, Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12960)",1,Full Furnished,12680036
633,Minimalist and Strategic 2BR at Empyreal Epicentrum Kuningan Apartment By Travelio,2,2,86,4,10800,"Jl. Epicentrum Tengah No.3, RT.2/RW.5, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,Full Furnished,13000000
634,Spacious with City View 2BR Apartment at Casa Grande Residence By Travelio,2,2,80,4,7300,"Jl. Casablanca Raya Kav 88 Mall Kota Kasablanka, RT.14/RW.5, Menteng Dalam, Tebet, Jakarta, Daerah Khusus Ibukota Jakarta 12870",1,Full Furnished,13086660
635,3BR Apartment at 1 Park Residences with Private Lift By Travelio,3,2,122,5,7040,"Jalan Kyai Muhammad Syafii Hadzami No.1, RT.1/RW.10, Gandaria, Kebayoran Lama, RT.1/RW.10, Kramat Pela, Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12440",1,Full Furnished,12109249
636,The Classic 2BR Bellezza Apartment By Travelio,2,2,81,3,1300,"Jalan Letjen Soepeno No.34, Arteri Permata Hijau, RT.4/RW.2, Grogol Utara, Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12210",1,Full Furnished,13124999
637,Best Choice Modern 2BR L'Avenue Apartment By Travelio,2,1,99,4,3500,"Jl. Raya Pasar Minggu No.15, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,Full Furnished,13249872
638,Modern 2BR at St. Moritz Apartment near Shopping Mall By Travelio,2,1,96,3,1,"Puri Indah CBD Blok U 1, Jl. Puri Indah Raya, RT.3/RW.2, Kembangan Sel., Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,Full Furnished,13299999
639,Japanese Style and Fully Furnished Apartment 2BR Casa Grande Residence By Travelio,2,2,88,4,4600,"Jl. Casablanca Raya Kav 88 Mall Kota Kasablanka, RT.14/RW.5, Menteng Dalam, Tebet, Jakarta, Daerah Khusus Ibukota Jakarta 12870",1,Full Furnished,13315297
640,Spacious and Strategic 3BR at Thamrin Executive Apartment By Travelio,3,2,137,6,4400,"Jl. Kb. Melati 4 No.1A, RT.4/RW.9, Kb. Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,Full Furnished,12999999
641,Cozy and Elegant 2BR Kemang Village Apartment By Travelio,2,1,73,4,3500,"Jalan Pangeran Antasari No. 36, Kemang, Mampang Prapatan, RT.12/RW.5, Bangka, Mampang Prpt., Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150",1,Full Furnished,13492499
642,Classic and Strategic 3BR Sudirman Tower Condominium By Travelio,3,2,90,6,1,"Jl. Garnisun 1 No.8, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",1,Full Furnished,13699999
643,3BR City View Sudirman Condominium Apartment by Travelio,3,2,92,4,1,"Jl. Garnisun 1 No.8, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",1,Full Furnished,13724999
644,Spacious Elegant 2BR Veranda Residence @ Puri Apartment by Travelio,2,1,95,3,2200,"Jl. Pesanggrahan No.28, RT.1/RW.6, Kembangan Sel., Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,Full Furnished,13788640
645,Exclusive and Modern 2BR at Skygarden Apartment By Travelio,2,1,52,3,2200,"Jalan Haji R. Rasuna Said Kav. 62, Setiabudi, RT.18/RW.2, Karet Kuningan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920",1,Full Furnished,12299999
646,Modern 2BR Apartment with Pool View at Kemang Village By Travelio,2,2,89,3,3500,"Jalan Pangeran Antasari No. 36, Kemang, Mampang Prapatan, RT.12/RW.5, Bangka, Mampang Prpt., Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150",1,Full Furnished,13900000
647,Modern and Spacious 2BR L'Avenue Apartment By Travelio,2,2,122,4,3500,"Jl. Raya Pasar Minggu No.15, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,Full Furnished,13941749
648,Spacious and Premium 3BR Apartment with City View Sudirman Tower Condominium By Travelio,3,2,90,5,7700,"Jl. Garnisun 1 No.8, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",1,Full Furnished,13449999
649,Prime Location 2BR The H Tower Citadines Apartment By Travelio,2,1,90,3,1,"Jl. H. R. Rasuna Said No.Kav.20, Karet Kuningan, Kuningan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,Full Furnished,13999999
650,Exclusive and Cozy 3BR Apartment @ Thamrin Residence By Travelio,3,2,107,5,2200,"Jalan Kebon Kacang Raya, RT.3/RW.8, Kebon Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,Full Furnished,13999999
651,Modern 2 BR Apartment @ FX Residence with City View By Travelio,2,1,63,3,1,"Jalan Jendral Sudirman No. 52-53, RT. 1 / RW. 3, Gelora, Tanah Abang, RT.1/RW.3, Gelora, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 12190",1,Full Furnished,14000000
652,Cozy and Comfy Sea View Combined Unit 3BR Apartment at Ancol Mansion By Travelio,3,3,144,5,7700,"Jl. Pasir Putih II, RT.11/RW.10, Ancol, Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14430",1,Full Furnished,14000000
653,Luxury 3BR Apartment at Sudirman Tower Condominium By Travelio,3,2,92,5,6600,"Jl. Garnisun 1 No.8, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",1,Full Furnished,13524999
654,Exclusive and Comfort 2BR + 1 Apartment at Sudirman Suites By Travelio,2,1,64,4,3200,"Jl. Jend. Sudirman No.36 RT.14/RW.1, Bendungan Hilir, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210",1,Full Furnished,14100000
655,Best Location 2BR Gandaria Height Apartment By Travelio,2,1,61,3,2200,"Jl. KH. Moh Syafi'i Hadzami No.8 RT.010/RW.06 Kebayoran Lama Utara, Jakarta Selatan 12240",1,Full Furnished,14049999
656,Exclusive 2 BR One Park Gandaria Residence Apartment with Private Lift By Travelio,2,2,94,3,5500,"Jl. Kyai Muhammad Syafii Hadzami No.1, RT.1/RW.10, Gandaria, Kebayoran Lama, Jakarta Selatan 12440",1,Full Furnished,14249999
657,Brand New and Luxury 1BR at West Vista Apartment By Travelio,1,1,59,2,4400,"Jalan Lingkar Luar No.8, Duri Kosambi, Cengkareng, RT.6/RW.8, Cengkareng Tim., Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730",1,Full Furnished,14500000
658,Comfort and Minimalist 2BR Apartment Denpasar Residence By Travelio,2,1,65,4,4400,"Jl. Professor Doktor Satrio Kav.18, Karet Kuningan, Setia Budi, RT.14/RW.4, Karet Kuningan, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,Full Furnished,14750000
659,Comfort and Elegant 3BR Ambassador 2 Apartment By Travelio,3,2,113,4,3200,"Jalan Professor Doktor Satrio No.8, RT.11/RW.4, Karet Kuningan, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,Full Furnished,14999999
660,Elegant 3BR Ambassador Kuningan Apartment near Mall By Travelio,3,2,111,4,8800,"Jl. Pedurenan Masjid 3 No.14B, RT.11/RW.4, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,Full Furnished,14999999
661,Luxurious 3BR at St. Moritz Apartment near Shopping Mall By Travelio,3,2,107,6,1,"Puri Indah CBD Blok U 1, Jl. Puri Indah Raya, RT.3/RW.2, Kembangan Sel., Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610",1,Full Furnished,14999999
662,Furnished with Luxury Design 2BR Sahid Sudirman Apartment By Travelio,2,2,92,4,4400,"Jl. Jend. Sudirman No.86, RT.10/RW.11, Karet Tengsin, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250",1,Full Furnished,15000000
663,Spacious 3BR Apartment at Sahid Sudirman Residence By Travelio,3,2,110,6,4400,"Jl. Jend. Sudirman No.86, RT.10/RW.11, Karet Tengsin, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250",1,Full Furnished,15000000
664,Luxurious 2BR at Park Royale Apartment By Travelio,2,1,101,4,3500,"Jalan Jend. Gatot Subroto Kav. 35, 37, 39, Tanah Abang, RT.4/RW.2, Bend. Hilir, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210",1,Full Furnished,15000000
665,Cozy 1BR with Workspace at Setiabudi Skygarden Apartment By Travelio,1,1,79,2,7000,"Jalan Haji R. Rasuna Said Kav. 62, Setiabudi, RT.18/RW.2, Karet Kuningan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920",1,Full Furnished,15000000
666,Exclusive Pearl Garden Cream Pearl 2BR Apartment By Travelio,2,2,121,3,5500,"Jl. Gatot Subroto No.7, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",1,Full Furnished,13649999
667,Elegant and Homey 2BR with Working Room Prapanca Apartment near Lippo Mall Kemang By Travelio,2,2,177,4,16500,"Jl. Pangeran Antasari No.88, RT.14/RW.1, Cipete Utara, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150",-1,Full Furnished,15149999
668,Gorgeous 2BR at Kemang Village Apartment By Travelio,2,2,113,4,3500,"Jalan Pangeran Antasari No. 36, Kemang, Mampang Prapatan, RT.12/RW.5, Bangka, Mampang Prpt., Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150",1,Full Furnished,15164725
669,Spacious Pearl Garden 2BR Apartment By Travelio,2,2,122,4,5500,"Jl. Gatot Subroto No.7, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",1,Full Furnished,13722712
670,Classic and Homey 2BR at Setiabudi Skygarden Apartment By Travelio,2,2,73,3,10560,"Jalan Haji R. Rasuna Said Kav. 62, Setiabudi, RT.18/RW.2, Karet Kuningan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920",1,Full Furnished,14762980
671,Comfort and Strategic 2BR Apartment at Cik Ditiro Residence By Travelio,2,1,121,3,8800,"Jl. Teuku Cik Ditiro No.33, RT.10/RW.5, Menteng, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10310",1,Full Furnished,14799999
672,Spacious with Strategic Place @ 2BR Kusuma Chandra Apartment By Travelio,2,2,122,3,4500,"Jl. Jend. Sudirman No.Kav. 52-53, RT.5/RW.3, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190",1,Full Furnished,14599999
673,Luxurious Premium Location 2BR Gandaria Heights Apartment By Travelio,2,2,78,4,2200,"Jl. KH. Moh Syafi'i Hadzami No.8, RT.010/RW.06, Kebayoran Lama Utara, Jakarta Selatan 12240",1,Full Furnished,15360071
674,Luxurious Pearl Garden 2BR Apartment By Travelio,2,2,127,4,5500,"Jl. Gatot Subroto No.7, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",1,Full Furnished,13872620
675,Great Location 2BR Pearl Garden Apartment By Travelio,2,2,129,4,5500,"Jl. Gatot Subroto No.7, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",1,Full Furnished,13945302
676,Great Choice and Spacious 3BR at The Empyreal Apartment By Travelio,3,2,127,4,5500,"Kawasan Rasuna Epicentrum, Jl. H. R. Rasuna Said, RT.2/RW.5, Kuningan, Karet Kuningan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12960",1,Full Furnished,15479999
677,Comfy and Cozy Stay 1BR at Branz Simatupang Apartment By Travelio,1,1,56,2,1300,"Jl. R.A.Kartini No.10, RT.10/RW.4, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",1,Full Furnished,15604499
678,Exclusive City View 3BR Apartment at Bellagio Residence By Travelio,3,2,95,6,4400,"Jl. Mega Kuningan Barat Kav. E4 No. 3, Kuningan Timur, Setiabudi, RT.5/RW.2, Kuningan Tim., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",-1,Full Furnished,15907499
679,Exclusive 2 BR Gandaria Heights Apartment with Mall Access By Travelio,2,2,94,3,2200,"Jl. KH. Moh Syafi'i Hadzami. No.8, Kebayoran Lama, RT.10/RW.6, Kby. Lama Utara, Jakarta Selatan 12240",1,Full Furnished,15909630
680,Fully Furnished with Luxury Design 2BR Gandaria Heights Apartment By Travelio,2,2,94,4,7700,"Jl. KH. Moh Syafi'i Hadzami No.8, RT.010/RW.06, Kebayoran Lama Utara, Jakarta Selatan 12240",1,Full Furnished,14609630
681,Modern Spacious 3BR L'Avenue Apartment By Travelio,3,2,122,5,4400,"Jl. Raya Pasar Minggu No.15, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,Full Furnished,16149999
682,Premium and Spacious 3BR Apartment at Kemang Village By Travelio,3,2,132,4,3500,"Jalan Pangeran Antasari No. 36, Kemang, Mampang Prapatan, RT.12/RW.5, Bangka, Mampang Prpt., Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150",1,Full Furnished,16149999
683,Premium Location 2BR Apartment @ FX Residence By Travelio,2,1,50,3,1,"Jalan Jendral Sudirman No. 52-53, RT.1/RW.3, Jakarta Pusat, 12190",1,Full Furnished,16199999
684,Strategic 1BR at Citylofts Sudirman Apartment By Travelio,1,1,74,2,6600,"Jl. K.H. Mas Mansyur No.121, RT.10/RW.11, Karet Tengsin, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10220",1,Full Furnished,15816436
685,Exclusive with City View 3BR Apartment Bellagio Residence By Travelio,3,3,168,6,4400,"Jl. Mega Kuningan Barat No.3, RT.5/RW.2, Kuningan, Kuningan Tim., Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",-1,Full Furnished,16562499
686,2 Bedroom Luxury Kuningan Setiabudi Apartment By Travelio,2,2,180,5,1,"Jl. RS Mata Aini Kav. 9, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",-1,Full Furnished,16791249
687,Modern Elegant Design 2BR L'Avenue Apartment By Travelio,2,1,89,3,3500,"Jl. Raya Pasar Minggu No.15, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,Full Furnished,16830598
688,Luxurious 2BR Kemang Village Apartment By Travelio,2,2,148,4,6600,"Jalan Pangeran Antasari No. 36, Kemang, Mampang Prapatan, RT.12/RW.5, Bangka, Mampang Prpt., Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150",1,Full Furnished,16890173
689,Luxury 3BR with Private Lift at Kemang Village Apartment By Travelio,3,2,165,6,2200,"Jalan Pangeran Antasari No. 36, Kemang, Mampang Prapatan, RT.12/RW.5, Bangka, Mampang Prpt., Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12150",1,Full Furnished,16464001
690,Luxurious Modern 2BR Apartment at One Park Residences By Travelio,2,2,91,4,2200,"Jl. Kyai Moh. Syafii Hadzami No.1, RT.1/RW.10, Kramat Pela, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12440",1,Full Furnished,17000000
691,Fantastic View 2BR Apartment at FX Residence Sudirman By Travelio,2,1,63,4,1,"Jalan Jendral Sudirman No. 52-53, RT.1/RW. 3, Gelora, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 12190",1,Full Furnished,17289999
692,Strategic 2BR Apartment with City View at FX Residence By Travelio,2,1,68,4,1,"Jalan Jendral Sudirman No. 52-53, RT.1/RW. 3, Gelora, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 12190",1,Full Furnished,17839999
693,Luxury and Spacious 3BR Gandaria Heights Apartment By Travelio,3,2,110,4,7700,"Jl. KH. Moh Syafi'i Hadzami No.8, RT.010/RW.06, Kebayoran Lama Utara, Jakarta Selatan 12240",1,Full Furnished,16999999
694,Luxurious and Fully Furnished 2BR Casablanca Apartment By Travelio,2,2,121,4,4400,"Jalan Casablanca Kav. 12, RT.14/RW.5, Menteng Dalam, Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870",1,Full Furnished,17999999
695,Spacious and Strategic 3BR One Park Gandaria Apartment By Travelio,3,2,143,4,7040,"Jalan Kyai Muhammad Syafii Hadzami No.1, RT.1/RW.10, Gandaria, Kebayoran Lama, RT.1/RW.10, Kramat Pela, Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12440",1,Full Furnished,18999999
696,Elegant and Spacious 2BR Menteng Executive Apartment By Travelio,2,2,139,4,3500,"Jl. Pegangsaan Barat Kav. 6 - 12, Menteng, Jakarta Pusat - 10320",1,Full Furnished,19624999
697,Strategic Studio Apartment at Casablanca East By Travelio,0,1,24,2,1300,"Jalan Pahlawan Revolusi No.2, RT.1/RW.2, Pd. Bambu, Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13430",1,Full Furnished,2500000
698,Luxurious 2BR at Sudirman Suites Apartment By Travelio,2,1,72,3,3200,"Jl. Jend. Sudirman No.36 RT.14/RW.1, Bendungan Hilir, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210",1,Full Furnished,20000000
699,Spacious and Comfort 3BR Apartment at Cilandak 88 Condominium By Travelio,3,2,200,5,16500,"Jl. Margasatwa Raya Barat, Kel No.88, RT.1/RW.7, East Cilandak, Pasar Minggu, South Jakarta City, Jakarta 12560",1,Full Furnished,20000000
700,Big and Cozy Gandaria Heights 3BR Apartment with Direct Access to Mall By Travelio,3,2,135,6,2200,"Jl. KH. Moh Syafi'i Hadzami No.8, RT.010/RW.06, Kebayoran Lama Utara, Jakarta Selatan 12240",1,Full Furnished,18732574
701,Strategic and Best 3BR Apartment at FX Residence By Travelio,3,2,92,4,1,"Jalan Jendral Sudirman No. 52-53, RT.1/RW. 3, Gelora, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 12190",1,Full Furnished,20887499
702,Luxurious 3BR Apartment at FX Residence Sudirman By Travelio,3,2,92,5,1,"Jalan Jendral Sudirman No. 52-53, RT.1/RW. 3, Gelora, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 12190",1,Full Furnished,21056249
703,Strategic 2BR at Istana Sahid Sudirman Apartment By Travelio,2,2,128,4,2200,"Jl. KH. Mas Mansyur, Tanah Abang, Jakarta, Tanah Abang, Jakarta Pusat, DKI Jakarta",1,Full Furnished,19999999
704,Luxury and Strategic 2BR with Bathtub at The Elements Apartment By Travelio,2,2,72,4,10500,"Jl. Epicentrum Tengah No.2, RW.5, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",-1,Full Furnished,22000000
705,Luxury 2BR + 1BR at Ciputra World 2 Apartment By Travelio,3,2,143,5,1,"Jl. Prof. DR. Satrio No.7, RT.3/RW.3, Karet Semanggi, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",1,Full Furnished,22500000
706,Luxurious and Fully Furnished 3BR Casablanca Apartment By Travelio,3,2,159,6,5500,"Jalan Casablanca Kav. 12, RT.14/RW.5, Menteng Dalam, Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870",1,Full Furnished,22999999
707,Premium and Spacious 3BR Pearl Garden Apartment By Travelio,3,3,168,5,7500,"Jl. Gatot Subroto No.7, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",1,Full Furnished,21562499
708,Big and Cozy 3BR Pearl Garden Apartment By Travelio,3,3,180,6,7500,"Jl. Gatot Subroto No.7, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",1,Full Furnished,22045075
709,Low Rise 3BR Pearl Garden Apartment By Travelio,3,3,190,6,7500,"Jl. Gatot Subroto No.7, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",1,Full Furnished,22388165
710,Best and Stylish 3BR with Balcony L'avenue Apartment By Travelio,3,2,122,6,4400,"Jl. Raya Pasar Minggu No.15, RT.7/RW.9, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12780",1,Full Furnished,24150000
711,Very Spacious 3BR Apartment Nirvana Boutique Residence By Travelio,3,4,297,6,4500,"Jl. Kemang Raya No.72, RT.11/RW.2, Bangka, Kec. Mampang Prapatan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",1,Full Furnished,24999999
712,Luxury Design 3BR at The Capital Residence SCBD By Travelio,3,2,145,6,9500,"SCBD, lot 24th, JL. Jend. Sudirman, Kav. 52- 53, RT.5/RW.1, Senayan, Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190",-1,Full Furnished,37777128
